comment,label
when bro please upload fast ,NTL
call call ani mingadu e movie teaser dec 2019 lo vachindi call nov 2020 lo release iyindi so call remake a kadu ,NTL
chepala naku ma amama duram aynapati nundi manasu em bagoledu chala month sad ga vuna a tarvata nuvu na life na smile naku ela vadilesta vey ninu na pichi dana i love you very ♥ ️ ,POS
rey sanasulara girls to poti entra meku chiller yadavalara kanisam next vache municipal election lo counselor ga aina me pawala nu gelipinchandi a taruvata ma sm ladies to poti padandi ,NEG
@abc97bharath @telugu360 era gada bul bul gadu emo peg lu vesukuntu hayiga untunadu mari vadiki telugu vala mida gouravam leda bro telugu bidane kada vadu ,POS
movie super undi review ala ne rastaru . max lo live lo review avi chudu dual role . movie band ,POS
i 'm giving non spoiler review for your review . review anta baga chepav kani chepinde rendu sarlu cheptunav . did length pechav . migatadi anta bane vundi . chudani valu vunte oka sari review chudochu 😀 ,NTL
nolan movies ne explain chei ana leda ayana guranchi chepu we want lo listen ana please ,POS
ana voice nachinavalu oka like vesukondi 👏 👏 👍 👍 ,POS
@uniquekrishna nenu ninu follow avatledu kada .. follow ayipochu kada .. or mute cheyochu ga na cheta sweets enduku ? just asking . 🤔 ,NEG
what about 2 more movies bro ,NTL
pichi up niku english ochu ani talusu review telugulu chapu ,NEG
bro question nuve vesukuni answer kuda nuve chepukuntunav nelo nuvu matladukuntunte evaro record chesi petinatu undi ,NEG
bro a a soon review ,NTL
@abhiram_21 ma valu anta manchi pani yepudu chesaru ani ,POS
andaru evaru . 😂 😂 mv bagndi and capote nv chusaka review ravu . it is a great film ,POS
@chitturi_chaitu @mlasridevidr avunu kandistuna nu .. bochu kuka to pholcharu .. i hunted .. ,NEG
"name super ga use cheskunaru ana , ",POS
vunadi ra .. nu em chesina bochu kuda pekalev ra pili gada .. jail bida .. gadida a * * * a .. #blockbustervakeelsaab @pawankalyan ,NEG
@immanaswinidhfm emaindi aka sudden ga morning kuda reply ichav ga 🚶 🚶 🚶 da enti mari ,POS
"tdp rowdy ism chestuntey me dgp , gadida palu tomutunda .. ? mopi kaburlu apu . macherla lo tegabada a turga gadini em pekadu me dgp , vadi palu tomada .. ? ",NEG
lanjey oka gadu 😂 ,NEG
@tracktwood anaki district collectors lo manchi following unatu undi just phone call to pani ayipoyindi yena mafia ana idi @urstrulymahesh papam ana valu bratakali ga kunchem jali chupinchu 😔 😔 😔 😔 ,POS
@iam_santoshraj @siddhupkcult congrats sidu bro for 2k family . edit kumav ga 🍾 as usual ga 👌 👍 ,POS
bro pila rakshasi movie do salmon ,NTL
"i love your reviews bro , they are very genuine . only who have a good cinema knowledge can give such reviews . and coming to ` a ' your review is 100 % perfect ",POS
@shiva how to watch a movie ,NTL
what 's the movie name in telugu ? ,NTL
@nskanth ela chupistaru .. pilipinchukuni massage chesyinchukuntaru ga a vola cheta ,NEG
please explain tenet movie bro ,NTL
ana iit krishnamurthy movie review apudu ,NTL
my mother is not having any job `` `` i want to do something for my mother `` `` but youtube is not giving me views `` `` a i am worse than others ,NEG
@koratala_fan @purijagan ankune vadini picha fan vundevadini e puri gadiki .. vadi movies chustu story writing nerchukunevadini .. cheda mingav ra ne atitude and character to on superstar meda edchi @purijagan ga ,POS
paper raj gadu svsc keli mota lo acting gale zzz leki comedy lu aslu adito a roles mana directors waste chestandaru ,NEG
nina evening nani & aditi pic release chesinapude artam aindi nani di negative role kadani ,POS
@niharikareddy89 chala manchi chesaru 🙏 🙏 but avi sale iye marge kuda chudakapoyara ,POS
cheetah a ga etla tayaru ayaru ra asalu 🙄 ,NEG
ana karti movie marchipoyaru ,NTL
@ntrnithya manchodu aite dagara avutadu chedaodu aite duram avutadu .. 🙂 ,POS
#biggbosstelugu4 whf starma che yak .. #devi ni eliminate cheyadamentra edvalara .. sankanakandi .. e tokidubilala ata adukuntu tu daridram .. strong contestant ni title race lo unde contestant ni pampinchadamneti tu ,NEG
@tagoremadhu asalu ninu em anali ra cheta na dash ga 😡 ,NEG
@balakri81214343 @ganeshbandla @manojssmb37 emi mabu lanjakoduku moda a sunkaru fake la gadu elevate cheste ,NEG
ana a and nishabdam ni compare chesi oka video chey ana pizz . . ,NTL
please make a video on hasan sir 's best performance roles in telugu . ,NTL
bro nijam ga meru a movie explain chasina adi ma to lo compulsory estunaru anta to valu kuda me channel ni follow avitunaru ,POS
@sandeep bath a bro need your support bro have a look at it this video . watch te video . share it to your friends and to your page only if a liked it . all your support ,NTL
@ssmb_01 @alluarjun mabu gadu producer ani a ,NEG
ana . nuv mamuluga i liked it an teen cinema topu untadi . indulo i really really liked it anesav . inka chudakunda aganu . 😁 . oka like vesuko ana 🥺 ,POS
@thyview gadida gudu ra gadida gadu ,NEG
@itsmegak me nana me ama nu inka me family evarikaina birthday wishes chepi andari sankalu nakutara andari kalu e sari na birthday wishes chepi na sanka naki na kalu kuda oak and ra ,NEG
best anta 😂 ruling chudaka mundu of ipudu emi pekutunaru ra bjp valu inka sigu lekunda venaka esukoni vastunadu ,NEG
@ravispeaks39 phone chesi adugu return chestadu manchodu aite ,POS
coincidentally exactly 5 mind back de comment peta bro . it is embarrassing actually ! 🤣 😂 ,NEG
@stalin183_ orey 2 years ban ayi vacharu sigu leknda trolls yenduku ,NEG
@actorkartikeya @23_rahulr kartikeya garu nina movie chusanu super andi chala chala bagundi movie chala interesting ga ekada bore kotakunda adiripoindi songs ani super inka me acting chala baga chesarandi naku movie pichi peaks lo nachesindi ,POS
ravi ava it 's not roller . its ruler 😂 😂 ,NTL
naku kuda super nachindi bro okalaki okalaga ardahamavuti 🤗 🤗 ,NTL
super movie based on true story who is here after watching the movie in prime like 👍 ,POS
51 crores macha . ila average talk vaste manchu family astulu amukovalsi astadi 🙄 ,NEG
indirect confirmation ichav ga 😋 thanks mawa 😁 #ntr31 #komarambheemntr @tarak99 ,POS
@always of and was awesome in this movie ,POS
@janamanasenaa @alwayspk_45 @rebelismm new tag 👉 #akramaputtukapk main tag 👉 #packagekukkapk pawala sweets vestam gadiki vote vestam . miku enduku ra politics weli gadi sanka nakandi ,NEG
sigu leni batuku ra nedi tu aroju ni vale neg . trend chesaru anta ayaka apamani adukunav twitter da cheskunav mali sigu lekunda ochavu 💦 💦 ,NEG
@rchitect_kiran anushka morphs with kids chusa lo 😩 😩 💦 . em chiller olu ana vilu anta clear ga funds ani chepte morphs estnaru ,NEG
@chaituanteplchi @vizagodu @chay_akkineni neku sambandam lenapudu mari enduku reply ichav ? pm political ga enduku comments chesav ? 😁 mla seat win avadam ante 1st day 2cr share opening techukunanta easy anukuntunava ? sarle ika unta .. ,POS
exactly nak anipinchindi miru cheparu . . such a worst review ever ,NEG
@sivadar28414134 are to chiller lanka kdka ne vala mothers varaku nduku me ama anadam naked chirac ga undi dengey pila lanja kdka ,NEG
"@sirishkumarred8 @jaitdp @ncbn @ysjagan @ysrcpdmo @nainask3 @yashwan46344725 @naralokesh @activisttdp @maganti_ramji @teamnaralokesh pila pichi gorelu , poi me ana sanka oak and po veli as usual bajana chai , chaka bajana me chaka bajana lone batakandi chiller yadavalu . cheap dumb sheets ",NEG
andaru good chaparu meru ela chaptaru ankle ,NEG
@thyview i done agree with you bro ,NEG
gili kajalani mali gurtochela gadichayama rojulu hayi hayga enalaina gani epudu gurtundela nilichayama navulu tiyatiyaga ho e janmalonaina ye janma lonaina tana jantaga nanu nadipinchaga #radheshyam || #prabhas ,POS
@maheshhkathi ply ra na moda cheku ma room vala andari modalu cheku budi vastadi .. paytm chestam paisal neku baga ishtam kada paytm . andari modalu cheki paisal sampadinchu pay to to .. ne pandi notle moda .. ,POS
@mr . crown gaming tm english lo original eh undi may be mana lands lo theatre audio anukunta ,NTL
@_pankajkumar hah .. ekada benefit show ? jaganad gadu kampu lepadu chill dialogues cheap graphics .. story bane unde .. ,NEG
manchu vishnu gentoo ayina pedta hero be have chastadu zero ani telidu emo 🤣 🤣 😪 😪 ,NEG
@saragini1 adevado niku propose chesi nuvu edo topu la feel iyela chesadu ninu kadu adini anali mundu . niku ishtam unte ni dm lo chepuko lekapote ledu andariki ila chepalsina avasaram ledu note : twitter lo una andaru abaylu adi la kadu we respect women ,POS
movie is good only basically some plot points are not good ,NTL
@nanigowtham22 ah roju 52 kuda inte confident ga adadu cheetah a shots to ne ala out ayadu two innings ade bayam ,NEG
boma dadarilipoindi . last year sankranti and this year sankranti . #massmaharaja ,POS
"@iam_mitchell01 e sharp , akere ga eje wena . why oka re a hurtega .. chila sarafina ",NEG
@cult_uday @urs_koushik_ @dhfmforever7 @srinadhdhfm ha undi bro kani lekapoyina parledu bochu lodi 2019 lo me pawala keh votu vesina . anavasaram gah 😭 . ,NEG
@introuert valu ante ana bow valu use chese language chetaga untadi .. anduke chala mandi fans rcb ante istam undadu ,NEG
@bunnysreedhar @bhavanatarak ala replies ivandi ane nuv kuda reply ichav ga ,POS
pilala hearts kosi amesi lk mabu gadu mali meru covering lu ,NEG
idoka visionary leadership .. dani e gada nayalu lepadam .. kanesam nenu kandistuna ani koda anledu kada ra 🤦🏼‍♂️ 🤦🏼‍♂️ 👌🏼 👌🏼 ,NEG
@ssmbfancb @mbfandhfm11 😡 account lepesindey kakunda mali sigu lekunda arustunaru idaru . arey luchcha na to * * * * * * nuvu na account lepinatu na dagara original proofs unay na 🤬 to * * * * * * * 🖕 💥 ,NEG
@vsreddy_mp rey suitcase dec 25 vaccine anav ekada poyindi ra vaccine cheta na dash ga tweet delete chesav entra ,NEG
@kaafihaarsh arey pichi puku sale ni lowda la sweets ovadiki navu ratle 😂 😂 ni ama aya chupichiko ilati chiller puku gets ayaku ta ga ,NEG
bro plus interstellar ni decode cheyandi bro ,NTL
first my experience is average 1 half action thriller entertainer 2 half disaster my rating 3.0 / 5 overall see for nani and sheer performance and visuals ,NEG
@sukumar362005 @lkgstu308 @gujjulamanoj967 first velindi boy chemane venakala velindi boy chemale girl cinema akade hayiga kurchundi elagu boy chemalu food testaru ga tana kosam ani 😁 😁 😁 ,POS
enti bro mi review perfect but e movie mi vala velanu bagoledu kada bro climax worst kada ,NEG
gala parutuna godarila .. 😍 jala jala jarutuntey kanirela .. ❤ na kosamai nuvala .. 🙈 kanirula maraga .. 💧 nakenduko unadi hayiga .. 🕺🏻 #sarkaruvaaripaata @urstrulymahesh @ileana_official ,POS
@iam_amarr ana .. calm down .. galez gadu anukuni idishey @sri50 ,NEG
robert movie review cheyandi ,NTL
bro nuvu check gurinchi wrong chepav bro idi matram paka ,NEG
rey review chepataniki capote chepadura 🙏 🙏 ,NEG
some people when they are alive do not know their value when they die we will know their value a . i . a chadwick baseman ,NTL
@photonsush35 rhea venukala chala peda perulu vunayi adi matram bayata hayiga tirugutundi karma ekadiki . podu kachitanga talugutundi ,POS
"until video came , i do not know that the film released . ",POS
video peti nduku delete chesaru baya ,NTL
@pawankalyan me trailer chala bagundi .సుధీర్ of the . హాస్యనటుడు కాదు . కానీ the the the the the the . powerful star the the of the of the the the .. dayachesi edina avakasham ma hero ipichandi sir .9 us ,POS
@gopikrish2245 inkoka edit cheyinchu @the_tribbiani an cheta mass reach ivadaniki ready ga unam ,NEG
"congratulation to #solobrathukesobetter team , an also we have made a cover song hey idi kindly please watch you will definitely love it #solobrathukesobetterreview ",NTL
"me matalo rev gari gurinche ayna movies gurinchi vinalani undi bro ipudu kakapoyna , epudayna tiyandi bro ",POS
movie teaser review chepu bro ,POS
helo thy view . waiting for master review ,NTL
thank you . eroju velta . nenu a movie me review chusaka velta ,POS
@ganeshmahesh007 @yaswanth4prabha mabu gau body penchadam kuda radu mabrina kaif avdam anukuntunadu abby gadu body penchitey mabu gadi mokam mudatalu vachedanfa .inka katrina kaif lacey vynadu mabu gadu inka movie testey bollywood fans antaru ma industry loki mabrina kaif vachindiroi ani antru 😂 🍉 🐸 ,NEG
@naveendhfm153 enti idi chi janalu chiller ga aitunaru . 😷 ,NEG
disappointed but . nani acting fabulous ,POS
movie keka undi baya chudandi ,NTL
"@_sampath26 speaker ga almost andarki chance ichav ana 🎉 next time end time petkundam ilanti topics , lekpote drag avtune untadi ",POS
first things first . mee video choodagane first time dislike chest . 😡 ,NTL
bro master movie review istara tevaraina ,NTL
ada kuching liar yang birahi tapi ku mulu dory nafsu dan ga aku pence a law in sama chilla ( ) terms tapi but gamau 😭 😭 ,NEG
"@winsttonxavier mode pikindi emina unda a 7yrs lo , aksharala 40lac crores apu chesadu . pone oka manchi pani ina chesada . at east congress hayam lo adar card , mgnrega lanti schemes techaru . parama cheta dadama pm modi 👍 ( saduvu rani sanasi pm ite ilane untadi ",POS
@weakass @raaggss manushulu mancholu ra manishi an teen ,POS
came here just for the dialogue . i really really liked it . its too good ,POS
"@urstrulymahesh hi sir , me sari leru mekevaru movie chala band sir .. ",POS
@k3k__cube @jagadeeshchow23 inka sigulekunda offend chesukuntunaru chusara meru me siguleni jaga gadu .. ,NEG
ada jasa edit yang visa gaps orang yang di background ga si 🤧 ,NEG
adenti baya movie lo joker episode leda . ? ,NTL
"hi brother . decode this epic movie . manu ( raja gowtam , chowder ) . . ",NTL
@drsandeepjsp - orey san deep terri hooks .. me pawala kuka kanchara gadida promotion vachindi .. enjoy 🤣 🤣 🤣 ,NEG
"edo pekesevadila use my , courser a lo courses konadam .. sigulekunda series binge watch cheyadam .. morning time waste chesam ane guilt to office work cheskovadam .. ide na daridramaina routine . ",NEG
@shivambfan224 @nandapspk4ever @alwayspk_45 @mbramesh175 @ronaldo_mb_dhf ni ama puku ni chustunada mabu gadu mabu lanjakodaka ,NEG
act chaysadu 😒 dimpasadu slang ❤ ️ ,POS
@netaji53882835 @naveendhfm100 @alwayspk_45 ni ama puku lo gadida moda ,NEG
@tarak_roy_abd17 @nanicharan17 @urstrulymahesh chudu nuve kavali ante .. ! ! open ga cheparu bro asalu cheta fan base ante mabu ☁ ️ gadi edi because movies hit kadu mada kadu fake collections lu petadam publicity chesukovadam koja gadi laga hit ani functionlu petadam ante bro 💦 ,NEG
bagundi 👍 . and red kuda hit avutadi . endukante adi remake `` tadam `` thriller film . ayindi . . ,POS
ana review for season 2 on october 23 ,POS
@manchoodukamal @psg_english sterling gadni tiskokunda manchi pani chesadu ,POS
@saikrishna_dsk case vestene set avtadu adi gadu teapot a a valid punch untayi ,NEG
ah 4 fans ey vela hero cheats i like power star anipinchar ga 😬 ,NEG
@venmelancholic @strivng4peace ichav ga discount u friend ana ? ,POS
melissa my ! 🧡 chalu ra ivalatiki idi .. hayiga padukovachu inka 🙏 ,POS
2.9 k subscribers to vochedu review iva daniki ,NTL
paka like koti a tarwata nenu me video chusta ,NTL
1 half classic entertainer interval emotional 2 half boring farmer episode is excellent climax emotional overall film was above average plus points 1 performance 2 nares performance 3 and friendship 4 cinematography 5 production 6 story 7 introduction 8 college episode 9 interval 10 mass fights 11 emotional scenes 14 farmer episode 15 press meet 16 climax minus points 1 slow motion shots 2 srimantudu type 3 screenplay 2 half my rating for this film 8.5 / 10 watch for college episode and farmer episode ,POS
@kotasrinumca @kchirutweets arey me anta cheta vedavalu vunaru kabati ela vundi ra senu ga nuvu mysuko ra ,NEG
neku cinema chudatam vacha yepudu negative points chustav nuve oka movie tiyakudada 😂 😂 😠 😠 😡 ,NEG
attack on titan review cheyandi bro ,POS
fans kate chepali . e ra vere valu dorakaleda ,NEG
@reddy_tanav @jack gadu jevitam lo chesina only manchi pani . account lepesadu 😌 ,POS
@nanistechlogic @youtube video upload chesi manchi pani chesav ana ,POS
power star first teaser in mega surya production power star movie name hari hara vera malu director kirsch types and all see jai jai ,POS
@uttamchakram @naveenpolishety aite velakunda manchi pani chesanu anamata 😄 soon to watch vakilsab 😀 ,POS
@wanysharma your background photo chala bagndi . ,POS
@bhargavbisa8 @t2blive me adds bratukulu . adds akanda inka veskuntunaru sigu leknda . cheap nakodakalara ,NEG
@ananthnvn @techglares @89akilesh ba fast ga reply ichav ,POS
orey @twitter ga entra enta chsina kota sweets readable a update ichav ra babu 🙏 🙏 🙏 🙏 🙏 ,POS
i watched just now . it was good thriller 👌 . but your is disappointed . . ,POS
"@shrav4321 food padesadu , unfair work division , chiller chiller a behave che sad . avi evi katie inhaled . self respect ani oka mata , english lo nalugu words ivi matramey kanioinchaya ? deplorable to say the least . ",NEG
bro waiting for the great indian kitchen movie review ,POS
* nikana bahubali lo katapa kada pm sab .. akada raju mataki katu badi venupotu podichindu .. akkad are ni rajyarikam potademo ani bayam to nuv venupotu podichav * #wesupporteatalarajender #fakepartytrsparty @eatala_rajender @trspartyonline #fakecm ,POS
nibi a nibi . eapudo 1960 - 1980 ravalasina story . 2021 lo vachundi . yevarana kapatadari movie chusila . chusi matladandi . nta bagundo . 100 % far better than uppena . and jus go and fcuk movie even it is a good movie ,NEG
@tarak_tweeter @dayantr_99 evaru edichedi anta telusu chila gala daily ama aka anukuntu family trolls vesey meru 🙏 morphs lenkuna direct ga answer ivaleru asalu worst fan base meru 🙏 ,NEG
@agrico_18 csk ani petukoni rcb chiller galu musugu ga vachar ,NEG
i vote to anirud villain came in . ,NTL
@shhivuu yes chala cheta ga unai one plus device lo 😭 device wise different untai emojis ,NEG
ledu bro nenu full disposed this movie is not good ,NEG
ani telugu movies cover chest hun name ,NTL
"@kkturlapaty manchi pani chesvau bro , vala reach kosam emi ayina chestaru .. ",POS
@chenna_prince vjd ani andarki telsu ana .. alantapudu comparison kuda waste kada . kavalani compare chesi ni target chesaru .. prati okaru like cheyali ani rule em ledu but like chesey valani titadam enduku bro bajana etc ani .. evari ishtam valadi kada .. ,POS
@jaganarmy_ @hahahahahking kukalu morigetay kondaku ani antadu ga bro ana a video kavali bro ,NEG
@whitedevil18_ ipude chusa idi chala bagndi mv ,POS
bro . hot star lo movie chodadam ela bro . please chepu ,POS
avi bagunai ivi balevu ani cheptunaruga meru tiyandi oka industry hit . 😏 😏 ,NEG
@vsreddy_mp venupotu to pranam tisaru antunavu mari case peti murderer kinda jail lo petu ra howley a ga 😂 😂 arey paytm leader endi ra ne pentalo sweets epudu chusina cbn meda padi sastavu .. kastana sigu anipichatley niku ana ala sweets vesaytapudu .. enduku ra ne chiller batuku 😂 😂 ,NEG
ne voice vinadaniki matrame ni videos chusta . vintuna kodi vinalanipistundi editor . hah aha ,POS
jsp nadi oka vote undi .. next time bochu koda veyanu . ,NEG
cinema budget 200m ra aya world anta chiller ralina easy ga vachestay hype 🙏 🙏 🙏 🙏 ,NEG
@vsreddy_mp 3 months ke me pani ayipoyindi veli bjp sanka nakandi ,NEG
5 cars paka 🔥 🔥 💥 💥 ,POS
bokalo social distance yevadu follow avadam ledu . 😡 ,NTL
verey hero fans kuda ana support chasutaru politics lo me lanti kota mandi chiller ga laga vala motamu haterd a spread ihetadi kani em use undadu eri puku avadamu tapa politics lo chasina machi panulani highlight cheyadi ✍ ️ ,NEG
i also a movie . super movie hands of to the movie director and writer and actors . . ,POS
so happy for liking my comment ,POS
me team okaokalu oka oka movie veltanara ,NTL
movie lo kuda baga act chesadu ,POS
"cheta lanjodukulu 💦 paki na kodakalara 🤢 mona okalu ivala #lovia repu inkokalu 🙏 eni rojulu ra ila 😔 worst entante oka lady ni rape cheyadaniki inko lady ne help chesindi 💦 💦 a kotadam , naked ga strip cheyadam , hair ni tight cheyadam 🥺 😕 #justiceforloviassumi ",NEG
nice movie . nani performance is good in negative role . great job team `` a `` songs are well pictured . 5 murders = a . sudhir good job done and director sir 👏 ,POS
i was waiting for your review ,POS
back with blockbuster ravi anaya ,POS
@saffron_kanya 😂 🤙 ale ga cheta ga modaletindi . we believe in returning 😎 ,NEG
@trolljalaganna 23 vachina sigu egu ledu . a . a . a poti cheysi odina papu gadi sanka salt pepper veysukoni nakandi ra ,NEG
@thyview ani cinimalaku first day tickets yela baya ,NTL
gili kajalani mali gurtocheyla gadichayama rojulu hayi hayiga #decadeforclassicdarlingyenti ,POS
review why ana alavundo ,NTL
enti inta prashantamga untundi anukuntuna .. by related 2 words mute cheydam vala ani ipude gurtochindi 😆 😆 by tag kuda cheseste hayiga untadi emo 😴 😝 ,POS
"@sandeepswaag at east lock eskuni manchi pani chesavu , lekapote account e patiki asam ayedi paka ",POS
@satyana82692490 april martha anta .. suli gadu .. karivepaku mada gadu .. puku gadu .. vadu oka manishena asalu .. epudu chudu meda padtadu .. vadu captain aindi big boss biksha to .. gale la gadu ,NEG
because valu mana cinema ni narrow minded to cheap ga chostaru . mana cinemalu theatre lo chodaru . but manolu sigu saram leknda aram cinemalu egabadi chostaru . self respect kodiga takuva . shame ,NEG
bro meru maku nachindi meku nachadu bro ,NEG
akariki e kuda vere valani anatam 🤭 🤭 2yrs ban tarawata sigu lekunda adutunav kadana @msdhoni 😭 ,NEG
@kbill1982 @mgtrs123 @srivatsayb @krishanktrs arey @arvindharmapuri ga ni chiller @bjpitcellts lanjakodakulani chusko ra beware of ,NEG
"@thyview it 's of bto but just try cut me video ma intlo andaru chestaru but meru ekuva english lo , atlafite tey cent understand ( my grandparents ) ",NTL
"@urstrulymahesh , monati varaku my ana , my superstar ani ne venuka tirigadu kadana a vd gadu .. ipudu a ni patadu . ediki nuvu fake news time lo support ichav . manchi ga unav .. vadukunadu .. ",POS
@sunrisers e year lo meru chesina oka core to and manchipani id hae @sunrisers proud of you my sun ,POS
i am waiting for . - zombie rr jatiratnalu check kgf ch- 2 ,NTL
chi oka video plus 🙏 ,NTL
fast ga updates anaw 🤧 🙏 @director_radhaa 🥺 🙏 #radheshyamteaser #radheshyam #prabhas ,POS
@sainagulapati7 master chusta anedi mata gaji to max adi kaka akada unadu kada ani chiller katal lyt ala kakunda general ga chuseyvaliytey valistam cool but ah feeling to chusevaliytey matram chilara valala unaru kabatey gadu use cheskuntnadu ,NEG
ply make a review on scam 1992 mehta wed series ,POS
top 20 worst fights mida video chay ndi baya ,NTL
"@guptanagu8 @venkymama ninu chostunte serious ga jali vestondi brother , serious ga cheptuna anta kulu endku ra neku .. neku thine food kuda digest avadu ila kulu unte .. manchiga tintu , hayiga bratuku , ila kulu , asuya unte nuvu jevitam lo happy ga undalevu ",POS
sorry ana judgement fast ga pass chesesa topu song @anirudhofficial kumav po ,POS
currant ni vice ga peti manchi @sainathcharla 🤝 ,POS
thanks for review ana and please keep erika am movie review ,NTL
@01 _ abinaya varma yes a a right but anitiki equal ga ivali oka movie ichi inko daniki ivakunda undakudadu ,POS
@rocksol36068980 @pavan_2511 @telugu360 apara neti leni kula gaji nayala me japan kula gaji undi kabate sagam nominated posts reddy 's ichadu sigu lekunda support okati e 2yrs lo state lo jarigina oka development chapara nuvu free schemes ani chapaku avi consider kavu development kinda ,NEG
@rvnforu_12 @alluarjun @wallpapersbw @akhilakichuzz @gopiaadhf @_virajvijay pic nuvey ga mwa ichav 😻 ,POS
@orphicjoon niki nuvu rakunda manchi chesav e utara prajalaki gu manta estondi ,POS
pandi lanjakodaka ni aka pukulo gadida moda peti denga mamlne gelutarentra mi ama ni kakulu denga ni aka puku ni guram moda peti rolling on the floor laughing #pushpa ,NEG
a good movie . had fun . regular story . but i enjoyed . ,POS
has give songs to express ,NTL
@jaitdp @gopi_krishna99 baga ichavga ichinatu ichi bale lagesukunavga ani ,POS
a voice ra aya nedi ,NEG
@bokadiagarage @sarkartweetz ante andarki ishtam but doni fans doni ante pichi same fans ,POS
but the movie name is `` chess `` not `` chadarangam `` ,NTL
ne ama endi ra ne bada . erri huka ,NEG
great and expecting chakra movie review ,NTL
@muralistweetz2 latest ga emi cheyaledu ana .. gap ichav ,POS
`` first things first `` word copy right tisukondi baya ,POS
@ganeshmahesh007 @street_rider_aj @im_narendranath @urstrulymahesh ne ama gudalo kama kuka mabu gadu ne ama to farmhouse lo bumchikbum anta kadara chelani chilara broker mabu lanjakodaka ninu ne amani padesi pandulu denga chelani chilara broker mabu niba @ganeshmahesh007 ,NEG
chocolate brownie anta chala bagndi 🥺 ,POS
@kvishreddy @desiincali tamaru mp unapudu kuda itlane godi gadi kalu inka vere vere body parts mokava ? ? proper ga matladu troll ni block chesta anav kani nuve peda cheta cheap troll laga behave chestunav .. damunte retiga matladukunta negative emunayo chepu vine vadu vintadu .. ,NEG
@my name is balaji radu just for fun ,NTL
"@itzz_zoy @urstrulymahesh @tarak99 @alluarjun attention kosam , nenu manchdu ani chepatam kosam e gadu tweet veyatam , , bayata okala lopala okala natistu undey potodu .. vela la natinchatam neku radu bro @alluarjun 🙏 .. off screen acting nerchuko ",POS
"bro track main villa story inspired by setupati movie setupati with lot of changes . once watch setupati movie , most story is change but plot is same ",NTL
@pbvkcult nuv idea ichav ga phone chesi chepintad antaru 😂 😂 😂 ,POS
a have very good content than others that made me subscribe to channel thy view fans oka like vesuknodi 👇 👇 ,POS
@yashntrfan @tamannaahspeaks @gmkhighness @disneyplushsvip bagundi 😍 😍 tammu mam performance chala bagundi 🔥 🔥 ,POS
rey nuvu ye cinema bagundi anav ra ,NEG
brook etla teyalo movie nuvu inko video tesi petu mari lekapote nuve oka movie tesi video petu ,POS
movie mali start cheyatam yenti eni pegulu vesav 🤣 ,NEG
nduku ra good friday roju kuda office pedtaru . hayiga holiday anukoni late levochu anukuna 😭 😭 ,POS
anaganaga o atidi review petu bro ,NTL
@ganesh0070 @mohith00 @alluarjun troll cheyaka mudu pedtara audience ivali a tag ni sigu lekunda movie lo peditey ilane untadi ,NEG
cinema lu chudalsina arm ledu e video chusaka ,NTL
ana cheap the english lo chepu or telugu lo chepu ante kani ela cheta ga chepaku ,NTL
dedication hats off thy view mawa bro ,POS
please suggest me a best thriller web series ,POS
avg a movie flop a ,NEG
ayana tesi director and cheta combinations over ga business jarugutayi and flop talk vaste business chesinanta radu ra collections suli ga example .. 2016 sgs-85cr business collected 55cr #nkp by talk to 46cr business 48cr vachindi ,NEG
@kumar_rohan209 vadi accounts poinai anta . vadu ika radu .. vadni titakandi .. vadu chala ,POS
hi this is #suneelravinuthala #actor today grand release my movie . misty of movie chala band ani cheptunaru chala happy ga undi february lo na 3 movies release auvdam chala happy undi e movie lo ragu sir combination chaiyadam very happy to sir to dir ram pala ,POS
climax lo cut antaga bayata talku 😂 ,NEG
@confusedsoul66 manchi pani ninu plati gadu aunty anadu veli esuko group lo ,POS
are interval nundi movie kumindi perfect review bro 👌 👌 ,POS
@mahesh raithi now movie rule also available ,NEG
em nta ledu bro 😅 😟 ,POS
@rameshreddyair @naralokesh @ysjagan anitiki modi ni adigite pm ga inka enduku .. ade teda cbn . pandemic lo reviews cheyali sources find out cheyali . modi cheste mevadi gopatanam emundi .. nuvu money enta ichav anedani kana pandemic lo ela chesav anede gurtu petukunaru .. hmm ,POS
@ttilisathi led led ma baya ni andar ane anukuntar ,POS
"@manu41153488 @kim_babai ama baboi , web by gay lanjakoduku koda morgutunadu . web by gadu ma oru vaste chepula danda vesi , gadida meda oregistam . orey peli kani web by '' gay '' , ne gudalo damunte itu rara afoot . ",NEG
this movie is the worst movie i 've ever seen this is so stupid do not comment on the review they 've given it 's so accurate 💯 ,POS
do not feel belam konda fans . movie is waste of time . ( my opinion ) . ,NEG
@rebelstarstan @30thjuly2021 mari edupu movie ichav ga aniya ,POS
@kiarathabadhero vadu manchdu ante musugu chesesaru nanu ,POS
alane undi film same 2 same . ,NEG
does that mean you did not like kenneth branagh 's performance ? i 'm confused ,NTL
boka laga vundi ni talking ,NTL
pure telugu lo enka chala bag cheptaru . telugu lo chepadaniki tri cheyandi please ,POS
@itzmesowji bagodana normal ga reply ichav chudu ah character chalu andam emundi i like a ,POS
"i cried for that leg scene , then at that rain scene and thee climax ",POS
@aiyazahmed08 @rajasthanroyals alantivi one and only fans matale sigu lekunda ,NEG
am chutara meru movie caudally meru pakana vuna girls nu chustunaru ra super movie ra ,NEG
@ivd_radheshyam kulkarni mowa bale padadu .. song chala bagundi 😍 ,POS
@imspyderman_ @mouni_glorious anduku a reply ichav ga ,POS
